Bankrupt?, ROA(C) before interest and depreciation before interest, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Cash Flow to Liability, Net Income to Total Assets
0,0.47350460683469,0.0037443347103292,0.0857998004655803,0.91420019953442,0.463717947142932,0.784318911816898
0,0.503534344074489,0.0056803363153047,0.113311364392176,0.886688635607824,0.458901626020668,0.808047122738062
0,0.478330814605372,0.0026035254744252,0.0654231036672008,0.934576896332799,0.452483039482115,0.803444356803959
0,0.496368156778628,0.0082063487721026,0.140006651147323,0.859993348852677,0.460352708688911,0.802988533075358
0,0.544825232779213,0.0048760247676889,0.10279045862684,0.89720954137316,0.457000773696385,0.827984672530329
0,0.520060449471067,0.0035190910002827,0.0820812044623152,0.917918795537685,0.459095570008312,0.818485753462117
0,0.488811972895237,0.004571444204306,0.0984974453547782,0.901502554645222,0.459538818008489,0.80504786637318
0,0.532394091551699,0.0042778066551765,0.0941741995948846,0.905825800405115,0.463399847279162,0.824062231741786
0,0.525032905962073,0.0070719229611796,0.129032258064516,0.870967741935484,0.460539809517841,0.81438278607138
0,0.489543216496856,0.0179784605002781,0.196662333343411,0.803337666656589,0.456839873581342,0.798860819040515
0,0.512553015161117,0.014541442106895,0.182060041720833,0.817939958279167,0.458950623916777,0.809426007567113
0,0.481938283040023,0.0102654592874274,0.156664751942437,0.843335248057563,0.458865917982266,0.799686701771098
0,0.540145273728855,0.0039641069132492,0.0893370015418569,0.910662998458143,0.460556684835202,0.825485714087738
0,0.523034173450982,0.0014380944564513,0.0400580463766363,0.959941953623364,0.490901627475366,0.813768816821284
0,0.50592307317311,0.0029418469984223,0.071862623575294,0.928137376424706,0.460844363092504,0.813607337088615
1,0.43274996343782,0.0151797846050028,0.185083290503976,0.814916709496024,0.459215132882915,0.7693180305172
0,0.48062204455711,0.0186861087553233,0.199232094809082,0.800767905190918,0.459039389720367,0.766035222058461
0,0.480085799249257,0.0080850636974621,0.138918281585392,0.861081718414608,0.459198068064789,0.800260526913646
0,0.47467459659728,0.0018092450232083,0.0487045378964235,0.951295462103576,0.465009018023475,0.798238385013351
0,0.464485935748062,0.0090170437446994,0.147020588324213,0.852979411675787,0.459330051469713,0.789635774877785
0,0.489348218203091,0.0071859126929846,0.130211325089942,0.869788674910058,0.458504589815516,0.80717608865725
0,0.477697070150636,0.0106895010897418,0.15968800072558,0.84031199927442,0.460361435609466,0.798076142919014
0,0.463169697265149,0.010899242196263,0.161108927653657,0.838891072346344,0.458541437851334,0.797369557937534
0,0.468580899917126,0.0056320046690194,0.112706714635547,0.887293285364453,0.464354315874863,0.793999600329013
0,0.47667332910837,0.0041300759627572,0.0919369954953593,0.908063004504641,0.461463934230047,0.783431473506795
0,0.521620435821187,0.0049763357316772,0.104181153067086,0.895818846932914,0.459403420098177,0.821700551892766
0,0.50514307999805,0.0022971210753335,0.0592556761495903,0.94074432385041,0.459986452096577,0.813863908626488
0,0.488616974601472,0.0067162749979481,0.12528342957342,0.87471657042658,0.461320392910983,0.801531632061173
0,0.512991761322088,0.0054696832909291,0.110681137950842,0.889318862049158,0.459252658342018,0.816487687135469
0,0.529859113732755,0.004202117473258,0.0930253650572905,0.906974634942709,0.459555289338699,0.827878672226562
0,0.474187100862867,0.0017700325554674,0.0478277957493122,0.952172204250688,0.460282249139773,0.797257394356102
0,0.496806902939599,0.0040981588378518,0.0914532756900565,0.908546724309943,0.44632765317997,0.819658694294729
0,0.52688538975284,0.0063113834705769,0.120778788886537,0.879221211113463,0.459477532899178,0.820055303662897
0,0.484278262565203,0.017745921447396,0.195815823684131,0.804184176315869,0.459605266616837,0.801809219155463
0,0.513820504070589,0.0108791800034653,0.160987997702331,0.839012002297669,0.456445064497635,0.813709224162898
0,0.48340077024326,0.0106384336898932,0.159325210871603,0.840674789128397,0.457906146675434,0.804306892474101
0,0.538439038658412,0.0028862200093015,0.0708044865011942,0.929195513498806,0.457280792250283,0.826247034715016
0,0.502705601325988,0.0041419308948649,0.0921183904223478,0.907881609577652,0.462112119982927,0.807092787511969
0,0.49602690976454,0.0034780546968329,0.0813858572421924,0.918614142757808,0.459444427990915,0.809635499107866
1,0.50436308682299,0.0167218376968603,0.19176467031472,0.80823532968528,0.458651841477005,0.805041237350195
1,0.470677131575099,0.0178982117290874,0.196390240952928,0.803609759047072,0.459814542345389,0.796483203270087
0,0.496124408911422,0.0076245451809701,0.134564803337667,0.865435196662333,0.460476009022823,0.821649761949078
0,0.522741676010335,0.0073290837961316,0.13166248450585,0.86833751549415,0.459873637743672,0.825518796419942
0,0.446302344854483,0.0042458895302711,0.0936904797895819,0.906309520210418,0.449785636726892,0.794110529717376
0,0.438746160971092,0.0091392407371943,0.14801826042265,0.85198173957735,0.45870710065248,0.777633777731097
0,0.503241846633842,0.0058453934469583,0.115336941076881,0.884663058923119,0.458995083453243,0.804214862287728
0,0.454199775751962,0.0009365396365095,0.0273604014874384,0.972639598512562,0.466194481021654,0.791033963793342
0,0.479354555647638,0.0018010377625183,0.0485533754572664,0.951446624542734,0.464462401324404,0.798368260050108
0,0.550723931165602,0.0025278362925067,0.0639114792756296,0.93608852072437,0.458884271986014,0.823788524043359
0,0.50119436454931,0.0023919605321952,0.0611905553708015,0.938809444629198,0.429132392595978,0.80236152423755
0,0.485594501048116,0.0083841727537183,0.141608973002388,0.858391026997612,0.462979524246121,0.812159514584672
0,0.479452054794521,0.0054788024694735,0.110771835414336,0.889228164585664,0.449141276132407,0.801425261787773
0,0.484229512991761,0.0049900144994938,0.104362547994074,0.895637452005926,0.46638078421516,0.80273133499151
0,0.384926631891971,0.0079893123227459,0.138011306950449,0.861988693049551,0.459733597676817,0.719703518149762
0,0.479354555647638,0.009862391595765,0.153701968134958,0.846298031865042,0.46114333176813,0.79239256019244
0,0.450397309023546,0.0058691033111737,0.115609033467364,0.884390966532636,0.464341731328206,0.780554328902464
0,0.517184224638034,0.003227277286862,0.0770323789944675,0.922967621005533,0.457927881764597,0.806317964114218
0,0.492663189197094,0.0041720241840615,0.0925718777398192,0.907428122260181,0.488731943127918,0.874451641180582
0,0.500073124360162,0.0039212467740905,0.0886718868095655,0.911328113190435,0.425044523066155,0.834655160943796
0,0.50475308341052,0.008101478218842,0.139069444024549,0.860930555975451,0.459782781355321,0.820394362733179
0,0.527616633354458,0.0066305547196308,0.124346222450645,0.875653777549355,0.462844755601686,0.834540474201501
0,0.532979086432994,0.0035801894965301,0.0831091090485836,0.916890890951416,0.478523116306224,0.826485765067952
0,0.524204163213572,0.0087626186633108,0.144904314176014,0.855095685823986,0.459157246679981,0.817782345414677
0,0.506508068054405,0.0038036093708678,0.0867672400761859,0.913232759923814,0.459506328218163,0.81302246603021
0,0.530736606054697,0.0055253102800499,0.111376485170965,0.888623514829035,0.459838565999771,0.831351885957167
0,0.470287134987569,0.0052207297166671,0.10744626175288,0.89255373824712,0.460162864565483,0.791851947752346
1,0.470140886267245,0.0110378537101378,0.162046134776431,0.837953865223569,0.459465024533733,0.784648939143662
0,0.516306732316092,0.006257580317165,0.120174139129909,0.879825860870091,0.458933781838003,0.824914279173241
0,0.50831180227173,0.0072752806427197,0.131118299724884,0.868881700275116,0.459342084518814,0.816293758663612
0,0.477209574416224,0.0039112156776917,0.088490491882577,0.911509508117423,0.456859967101434,0.800562579411059
0,0.468142153756155,0.0095341011681667,0.151162439157118,0.848837560842882,0.458989852524765,0.796094757257841
0,0.508555550138936,0.0087170227705888,0.144511291834205,0.855488708165795,0.470974394553403,0.811876395563492
0,0.488665724174913,0.0024922714961836,0.0632161320555068,0.936783867944493,0.453994393641442,0.811499959630387
0,0.46955589138595,0.0053839630126118,0.109562535901079,0.890437464098921,0.458604798717277,0.791668826237604
0,0.500121873933603,0.0041309878806117,0.0919369954953593,0.908063004504641,0.45901119537138,0.808565727590611
0,0.567055038268415,0.002781349456041,0.0688393747921516,0.931160625207848,0.457308188329002,0.833022415765591
0,0.463364695558914,0.0194192907102928,0.201771623786921,0.798228376213079,0.459209228340211,0.768874462553203
0,0.492858187490859,0.0033467385257936,0.0791184206548357,0.920881579345164,0.458575723432339,0.806504999939706
0,0.493248184078389,0.0038637959492608,0.0877649121746228,0.912235087825377,0.45267896980416,0.806598561896454
0,0.479890800955492,0.0051258902598054,0.10617649726396,0.89382350273604,0.459394035978634,0.79653325135259
0,0.54667771656998,0.0054760667159102,0.110741602926505,0.889258397073495,0.462053523979693,0.832646979230974
0,0.479354555647638,0.0063715700489699,0.12147413610666,0.87852586389334,0.466679488025038,0.810076812659505
0,0.520742943499244,0.0048386361356569,0.102276506333706,0.897723493666294,0.458065580211462,0.81228306458215
0,0.48062204455711,0.0032135985190454,0.0767905190918161,0.923209480908184,0.46456028334361,0.812830944443045
0,0.48535075318091,0.0041008945914152,0.0914835081778879,0.908516491822112,0.45708579088556,0.801033204487528
0,0.52888412226393,0.0064673214236861,0.12253227318076,0.87746772681924,0.459197335183395,0.826253737411608
0,0.488811972895237,0.0052800043772057,0.108232306436497,0.891767693563503,0.45870912054289,0.800304954981253
0,0.527616633354458,0.0037087699140061,0.0852253831967832,0.914774616803217,0.458109982339944,0.82174212975276
0,0.517184224638034,0.0057186368651911,0.113795084197479,0.886204915802521,0.460510355503451,0.818215488563354
0,0.520011699897626,0.0040261173273511,0.0903044411524624,0.909695558847538,0.453746474766582,0.82285438403409
0,0.529566616292107,0.0062657875778549,0.120264836593403,0.879735163406597,0.459644801400742,0.822873508421059
0,0.480378296689904,0.0050201077886904,0.104785802823714,0.895214197176286,0.449321251841447,0.805085451444022
1,0.45610100911617,0.0162312258911717,0.189739093630015,0.810260906369985,0.460614429241321,0.789399544942989
0,0.546482718276215,0.0048523149034735,0.102488133748526,0.897511866251474,0.458439305192597,0.841615582546403
0,0.529566616292107,0.0058417457755405,0.115276476101218,0.884723523898782,0.458124114226769,0.835514861461367
0,0.469165894798421,0.0048751128498344,0.10279045862684,0.89720954137316,0.47720741935023,0.809803966942273
0,0.445522351679423,0.0094684430826471,0.150648486863984,0.849351513136016,0.463106985797332,0.777670405685694
0,0.507970555257641,0.0061654766138666,0.119116002055809,0.880883997944191,0.461840153556364,0.814659310984457
0,0.502218105591576,0.0014508613064135,0.0403603712549506,0.959639628745049,0.470142899075173,0.81648056802284
0,0.483742017257349,0.0068731248689118,0.126976448891979,0.873023551108021,0.461220505421382,0.79887218655768
0,0.465314678496563,0.0046516929754967,0.0996462798923723,0.900353720107628,0.464683056304015,0.785955339073827
0,0.533417832593965,0.0025725202673743,0.0647882214227409,0.935211778577259,0.470899407074193,0.825434718818912
0,0.496221908058304,0.0095459561002744,0.151253136620612,0.848746863379388,0.458541007880948,0.802340880893006
0,0.496563155072393,0.0027676706882244,0.0685672824016688,0.931432717598331,0.458393291967528,0.81206421649337
0,0.498318139716277,0.003468023600434,0.0812044623152039,0.918795537684796,0.462892860318435,0.812197795390614
0,0.460244722858675,0.0035893086750745,0.0832602714877407,0.916739728512259,0.458766978449944,0.781654840571875
0,0.521084190513333,0.0050146362815637,0.10469510536022,0.89530489463978,0.456407481766585,0.826821130207668
0,0.526154146151221,0.0031670907084689,0.0759440094325362,0.924055990567464,0.459316422333539,0.828973860497423
0,0.520694193925803,0.007186824610839,0.130211325089942,0.869788674910058,0.460437477019461,0.799065304940186
0,0.483985765124555,0.0032692255081662,0.0777579587024216,0.922242041297578,0.474827481842077,0.805341464664085
0,0.507629308243553,0.0011681667715372,0.0334068990537231,0.966593100946277,0.468288475662367,0.804510405561845
0,0.550187685857749,0.0044930192688242,0.0973788433050156,0.902621156694984,0.457143898784888,0.849847462929848
0,0.481304538585287,0.0052280250595026,0.107536959216374,0.892463040783626,0.459352132231124,0.809781259455467
0,0.527470384634134,0.0025944062958808,0.0652417087402122,0.934758291259788,0.454623939574993,0.823381127257597
0,0.492955686637742,0.0087307015384054,0.144601989297699,0.855398010702301,0.458428140291887,0.806330581520133
0,0.514551747672208,0.0033057022223438,0.0783928409468815,0.921607159053118,0.459025286673572,0.823267022216474
0,0.519036708428801,0.00698985035428,0.128185748405236,0.871814251594764,0.461698286818231,0.82292738336694
0,0.501925608150929,0.0063387410062101,0.121111346252683,0.878888653747317,0.459032612585369,0.813817862942739
1,0.454346024472286,0.01145733592318,0.16479729116909,0.83520270883091,0.458521747411474,0.771996374582044
1,0.468142153756155,0.0131899798466154,0.175076337031774,0.824923662968226,0.45903667458571,0.799813909182659
1,0.465314678496563,0.0192624408393292,0.201227439005956,0.798772560994044,0.458321347746337,0.782937996479187
0,0.496319407205187,0.0074877575028041,0.133234573873084,0.866765426126916,0.46035898193961,0.806582438267509
0,0.472285867498659,0.0060049790714852,0.117241587810261,0.882758412189739,0.458493532747498,0.793032464473948
0,0.479452054794521,0.0015274624061864,0.0422045530126674,0.957795446987333,0.43905839467443,0.793888119349561
0,0.45293228684249,0.0072378920106876,0.130755509870907,0.869244490129093,0.460049090828118,0.78242914729342
0,0.427826256520255,0.0068156740440821,0.126341566647519,0.873658433352481,0.458305906540284,0.772413311459208
0,0.469702140106274,0.0032883757831094,0.0780905160685673,0.921909483931433,0.458786267351334,0.799583728171278
0,0.438794910544533,0.0025998778030075,0.0653324062037065,0.934667593796293,0.452825263260184,0.773151189144894
0,0.464973431482475,0.0060323366071184,0.117543912688575,0.882456087311425,0.458205870134552,0.808695747732341
0,0.487495734412324,0.0044948431045331,0.0973788433050156,0.902621156694984,0.454235257229189,0.801954098943306
0,0.51109052795788,0.0063606270347167,0.121353206155335,0.878646793844665,0.458976662881627,0.813869712825401
0,0.48023204796958,0.0069916741899889,0.128215980893068,0.871784019106932,0.464235286268742,0.797407705490345
0,0.468093404182713,0.0022378464147949,0.058016144148502,0.941983855851498,0.4590991780956,0.7916160432627
0,0.496465655925511,0.0040115266416801,0.0900928137376425,0.909907186262357,0.455211274043355,0.804677503387492
0,0.49368693023936,0.0048942631247777,0.103062551017323,0.896937448982677,0.452856434344667,0.808116893885668
0,0.469019646078097,0.0079701620478027,0.137860144511292,0.862139855488708,0.459762722479542,0.788818931898721
0,0.49012821137815,0.0040315888344777,0.0903951386159567,0.909604861384043,0.442183573751291,0.811546874022053
0,0.589138595037293,0.0033403551008125,0.0790277231913414,0.920972276808659,0.451833788325922,0.850887749629138
0,0.480475795836786,0.0027339297276101,0.0679324001572089,0.932067599842791,0.448769098990245,0.795450324291772
0,0.458489738214791,0.0048814962748155,0.102881156090335,0.897118843909665,0.459741828512578,0.77977233321896
0,0.469750889679715,0.0075151150384373,0.133506666263567,0.866493333736433,0.462738447623056,0.788729036645337
0,0.492321942183006,0.0052179939631038,0.107416029265048,0.892583970734952,0.451210635129672,0.80346088307518
0,0.440988641349388,0.0105910139614624,0.158992653505457,0.841007346494543,0.45924157152705,0.76936351852378
0,0.488178228440501,0.0062356942886584,0.119932279227258,0.880067720772742,0.459899597806553,0.797484292407513
0,0.528445376102959,0.0026919815063059,0.0671161229857605,0.93288387701424,0.466735678606516,0.81745772060551
0,0.514941744259738,0.0016533070700991,0.0451371043323155,0.954862895667684,0.389782005177605,0.821949070585128
0,0.497099400380247,0.0099608787240445,0.154427547842912,0.845572452157088,0.453616027365336,0.806153255235343
0,0.517866718666212,0.0033823033221167,0.0797230704114641,0.920276929588536,0.46394736808597,0.815459126391456
0,0.491151952420416,0.0014399182921602,0.0401185113522992,0.959881488647701,0.460718197755539,0.807740347762473
0,0.528981621410813,0.0036294330606699,0.083925386220032,0.916074613779968,0.456023451961549,0.817439908569696
0,0.484375761712085,0.0007495964763494,0.0223418085074221,0.977658191492578,0.395948759575704,0.811232852126143
0,0.544093989177595,0.0039039203348562,0.0883997944190827,0.911600205580917,0.459249474239449,0.832165632722838
0,0.542485253254034,0.0085118412533399,0.142727575052151,0.857272424947849,0.459249142896525,0.826101019392672
0,0.501486861989958,0.0168495061964818,0.192308855095686,0.807691144904314,0.458857074885364,0.802029478574288
0,0.526836640179398,0.0082865975432933,0.140732230855277,0.859267769144723,0.458386710681728,0.817153776618331
0,0.487300736118559,0.0388376695027312,0.240590138162469,0.759409861837531,0.457855460367877,0.801791732885118
0,0.504168088529225,0.0076464312094766,0.134776430752487,0.865223569247513,0.459052618224992,0.804819535530283
0,0.507239311656023,0.0036358164856509,0.0840463161713577,0.915953683828642,0.458443039613728,0.806376876412864
0,0.474089601715985,0.0076026591524635,0.134353175922847,0.865646824077153,0.459347859961571,0.78987845477667
0,0.524691658947984,0.0087097274277533,0.144450826858542,0.855549173141458,0.463224614167965,0.818189459037533
0,0.553551406425194,0.005388522601884,0.109623000876742,0.890376999123258,0.455287818566768,0.827457328386448
0,0.540145273728855,0.0028451837058517,0.0700486743054086,0.929951325694591,0.468361944777477,0.818735236317763
0,0.491639448154829,0.0157214638105399,0.187532122018321,0.812467877981679,0.458294226056017,0.798384568183389
0,0.524691658947984,0.0049863668280761,0.104302083018412,0.895697916981588,0.460892421556374,0.818148369024942
1,0.447228586749866,0.0144976700498819,0.181848414306013,0.818151585693987,0.459067518771173,0.769570658595205
1,0.456344756983376,0.0164008426120975,0.190464673337969,0.809535326662031,0.459095595538087,0.7707090119118
1,0.345780724418661,0.0189970727436873,0.200320464371013,0.799679535628987,0.45912959856842,0.707755813005632
1,0.469458392239068,0.0073701200995814,0.132055506847658,0.867944493152341,0.454211078718356,0.799720090008929
1,0.440842392629064,0.0180523258464877,0.196934425733894,0.803065574266106,0.459233987642091,0.74599509554289
1,0.370106761565836,0.0188110415013816,0.199685582126553,0.800314417873447,0.460437342840768,0.714301693404566
1,0.438112416516355,0.0133523012247057,0.175953079178886,0.824046920821114,0.459020060143652,0.766548103753064
0,0.486033247209087,0.0100484228380707,0.155092662575203,0.844907337424797,0.466242663416031,0.796622882341951
0,0.467508409301419,0.008033084379759,0.138434561780089,0.861565438219911,0.460792878333296,0.780292952884487
0,0.434456198508263,0.0015949443274149,0.0438068748677329,0.956193125132267,0.45926794514508,0.765335860613939
0,0.457709745039731,0.0095632825395088,0.15140429905977,0.84859570094023,0.459961617837826,0.772376641863008
0,0.45965972797738,0.0173346464950437,0.194213501829066,0.805786498170934,0.459394608743446,0.768666695615482
0,0.421147564958807,0.0081270119187663,0.139281071439369,0.860718928560631,0.460774224547411,0.762915612169663
0,0.438843660117974,0.0038072570422856,0.0868277050518487,0.913172294948151,0.460153022179675,0.798549298844027
0,0.446156096134159,0.0033029664687804,0.0783626084590501,0.92163739154095,0.456358149988178,0.804555135370918
0,0.462243455369765,0.009007924566155,0.14696012334855,0.85303987665145,0.459636733447667,0.785205817114473
0,0.484327012138644,0.0056192378190572,0.11255555219639,0.88744444780361,0.468747831046085,0.801743104781301
0,0.519329205869449,0.0056128543940761,0.112464854732896,0.887535145267104,0.461965125931832,0.819504910571059
0,0.486618242090382,0.0062749067563993,0.120385766544729,0.879614233455271,0.451563249752925,0.801777975139902
0,0.471213376882952,0.0055636108299364,0.111860204976267,0.888139795023733,0.459969097608463,0.796096362381502
0,0.46082971773997,0.005440501919587,0.110288115609033,0.889711884390966,0.478877624032585,0.780347252895045
0,0.451567298786136,0.006340564841919,0.121111346252683,0.878888653747317,0.46528086682262,0.769345367909696
0,0.495441914883245,0.0052699732808068,0.108111376485171,0.891888623514829,0.460442027667859,0.800467864302209
0,0.479890800955492,0.0063287099098113,0.120990416301357,0.879009583698643,0.463659404103779,0.796590128017456
0,0.470823380295422,0.0086112402994738,0.143604317199262,0.856395682800738,0.463459826470192,0.786459264940759
0,0.547993955052893,0.0033631530471735,0.0794207455331499,0.92057925446685,0.468758119182672,0.832671247957599
0,0.435041193389558,0.0043525839192405,0.0952928016446473,0.904707198355353,0.467324908535976,0.771122545708984
0,0.398089016721104,0.0092514066332904,0.148925235057593,0.851074764942407,0.462185913457683,0.742464610192823
0,0.500560620094574,0.0059995075643586,0.117181122834598,0.882818877165402,0.453956897974633,0.802313082559989
0,0.471359625603276,0.0060451034570805,0.117695075127732,0.882304924872268,0.45883177483292,0.796563176290274
0,0.468873397357773,0.009530453496749,0.151132206669287,0.848867793330713,0.459262922218517,0.796078169164855
0,0.487203236971677,0.0043188429586262,0.0947788493515131,0.905221150648487,0.465260049082212,0.796061537828665
0,0.494369424267538,0.0046972888682187,0.100311394624664,0.899688605375336,0.458846789696264,0.798274673749038
0,0.510505533076586,0.0016852241950045,0.0458929165281011,0.954107083471899,0.457607379154483,0.813118952188496
0,0.494710671281626,0.0112977502986531,0.163769386582822,0.836230613417178,0.460824005205469,0.797758068334106
0,0.506410568907522,0.0024366445070628,0.0620672975179127,0.937932702482087,0.495006030686093,0.815902052113797
0,0.494271925120655,0.0100356559881086,0.155001965111709,0.844998034888291,0.460687161575284,0.796078189024696
0,0.506946814215376,0.0026390902707484,0.0660882183994921,0.933911781600508,0.4619269510279,0.810016818960443
0,0.481694535172817,0.0031789456405767,0.0761556368473562,0.923844363152644,0.459862938682002,0.785177513636772
0,0.473992102569102,0.0047018484574909,0.100371859600326,0.899628140399674,0.470037345517268,0.788676378274924
